"idx","AID","address"
44827,"A891979","Austin (TX)"
44828,"A891984","11808 Broad Oaks Dr in Austin (TX)"
44829,"A891987","7310 Crystalbrook Drive in Austin (TX)"
44830,"A892016","Northeast Austin in Austin (TX)"
44831,"A892017","5809 Alsace Trl in Austin (TX)"
44832,"A892019","9101 Burnet Road in Austin (TX)"
44833,"A892020","10619 Fm 1625 Rd in Travis (TX)"
44834,"A892021","Austin (TX)"
44835,"A892022","Austin (TX)"
44836,"A892023","10101 West Parmer Lane in Austin (TX)"
44837,"A892023","1427 Manford Hill Dr in Austin (TX)"
44838,"A892037","Harper Park Lake Creek Parkway in Austin (TX)"
44839,"A892045","4702 Blue Meadow Dr in Austin (TX)"
44840,"A892046","3503 Webberville Road in Austin (TX)"
44841,"A892048","2439 Town Lake Cir in Austin (TX)"
44842,"A892060","Austin (TX)"
44843,"A892065","Montopolis And Ben White in Austin (TX)"
44844,"A892066","Montopolis And Ben White in Austin (TX)"
44845,"A892078","13010 Ridgeline Blvd in Austin (TX)"
44846,"A892087","9009 N Plaza in Austin (TX)"
44847,"A892089","12463 Los Indios Trail in Austin (TX)"
44848,"A892090","12463 Los Indios Trail in Austin (TX)"
44849,"A892096","2705 Hoeke Ln in Austin (TX)"
44850,"A892097","Austin (TX)"
44851,"A892098","Waller St And Garden St in Austin (TX)"
44852,"A892102","6923 Bryn Mawr in Austin (TX)"
44853,"A892106","East 2Nd Street in Austin (TX)"
44854,"A892120","8652 Nuckols Crossing Rd in Austin (TX)"
44855,"A892121","14812 Johnson Road Trail in Austin (TX)"
44856,"A892123","14812 Johnson Road Trail in Austin (TX)"
44857,"A892137","305 E 31St St in Austin (TX)"
44858,"A892155","7205 Tumbleweed Drive in Austin (TX)"
44859,"A892156","Travis (TX)"
44860,"A892162","Dessau And Howard in Austin (TX)"
44861,"A892163","8701 Research Blvd in Austin (TX)"
44862,"A892167","1911 Hearthside Drive in Austin (TX)"
44863,"A892169","1911 Hearthside Drive in Austin (TX)"
44864,"A892170","1911 Hearthside Drive in Austin (TX)"
44865,"A892171","1911 Hearthside Drive in Austin (TX)"
44866,"A892172","1911 Hearthside Drive in Austin (TX)"
44867,"A892173","1911 Hearthside Drive in Austin (TX)"
44868,"A892174","1911 Hearthside Drive in Austin (TX)"
44869,"A892174","Austin (TX)"
44870,"A892175","1911 Hearthside Drive in Austin (TX)"
44871,"A892176","1911 Hearthside Drive in Austin (TX)"
44872,"A892177","1911 Hearthside Drive in Austin (TX)"
44873,"A892179","1911 Hearthside Drive in Austin (TX)"
44874,"A892180","1911 Hearthside Drive in Austin (TX)"
44875,"A892181","1911 Hearthside Drive in Austin (TX)"
44876,"A892182","1911 Hearthside Drive in Austin (TX)"
44877,"A892184","1911 Hearthside Drive in Austin (TX)"
44878,"A892185","1911 Hearthside Drive in Austin (TX)"
44879,"A892185","Tern Circle in Austin (TX)"
44880,"A892186","1911 Hearthside Drive in Austin (TX)"
44881,"A892188","1911 Hearthside Drive in Austin (TX)"
44882,"A892189","1911 Hearthside Drive in Austin (TX)"
44883,"A892190","1911 Hearthside Drive in Austin (TX)"
44884,"A892191","Austin (TX)"
44885,"A892193","1911 Hearthside Drive in Austin (TX)"
44886,"A892194","1911 Hearthside Drive in Austin (TX)"
44887,"A892195","1911 Hearthside Drive in Austin (TX)"
44888,"A892197","1911 Hearthside Drive in Austin (TX)"
44889,"A892198","1911 Hearthside Drive in Austin (TX)"
44890,"A892199","1911 Hearthside Drive in Austin (TX)"
44891,"A892205","Austin (TX)"
44892,"A892207","1911 Hearthside Drive in Austin (TX)"
44893,"A892209","1911 Hearthside Drive in Austin (TX)"
44894,"A892210","1911 Hearthside Drive in Austin (TX)"
44895,"A892211","1911 Hearthside Drive in Austin (TX)"
44896,"A892212","1911 Hearthside Drive in Austin (TX)"
44897,"A892214","1911 Hearthside Drive in Austin (TX)"
44898,"A892215","1911 Hearthside Drive in Austin (TX)"
44899,"A892218","1911 Hearthside Drive in Austin (TX)"
44900,"A892219","1911 Hearthside Drive in Austin (TX)"
44901,"A892220","1911 Hearthside Drive in Austin (TX)"
44902,"A892221","1911 Hearthside Drive in Austin (TX)"
44903,"A892227","6212 Amber Pass in Austin (TX)"
44904,"A892227","Travis (TX)"
44905,"A892238","9008 Galewood Dr in Austin (TX)"
44906,"A892239","10802 San Jose Avenue in Travis (TX)"
44907,"A892244","3600 Webberville Rd in Austin (TX)"
44908,"A892247","5621 N Ih 35 in Austin (TX)"
44909,"A892257","4801 Pewter Ln in Austin (TX)"
44910,"A892268","183 Hwy And Fm 969 in Austin (TX)"
44911,"A892269","3300 Killingsworth Lane in Travis (TX)"
44912,"A892270","3300 Killingsworth Lane in Travis (TX)"
44913,"A892271","3300 Killingsworth Lane in Travis (TX)"
44914,"A892277","6705 Us 290 Ste 302 in Austin (TX)"
44915,"A892279","21501 Quail Valley Cv in Travis (TX)"
44916,"A892282","21501 Quail Valley Cv in Travis (TX)"
44917,"A892285","Grover Ave And Houston St in Austin (TX)"
44918,"A892286","Outside Jurisdiction"
44919,"A892288","1314 Barrington Drive in Austin (TX)"
44920,"A892290","801 Tillery St in Austin (TX)"
44921,"A892291","S 5Th St And Cardinal Ln in Austin (TX)"
44922,"A892300","Austin (TX)"
44923,"A892303","2336 Doughlas Street in Austin (TX)"
44924,"A892308","2214 Maxwell Lane in Austin (TX)"
44925,"A892315","20000 Hodde Ln in Travis (TX)"
44926,"A892316","9900 Capital View in Austin (TX)"
44927,"A892326","Parker Ln And Woodland Ave in Austin (TX)"
44928,"A892327","8701 Brookfield Dr in Austin (TX)"
44929,"A892329","4434  Frontier Trl in Austin (TX)"
44930,"A892343","San Felipe Blvd in Austin (TX)"
44931,"A892353","Ih 35 And 183 Hwy in Austin (TX)"
44932,"A892362","Austin (TX)"
44933,"A892399","Bluff Springs Rd And E Slaughter Ln in Austin (TX)"
44934,"A892402","Outside Jurisdiction"
44935,"A892403","1501 E Howard Ln in Austin (TX)"
44936,"A892404","1501 E Howard Ln in Austin (TX)"
44937,"A892406","E 12Th St And Airport Blvd in Austin (TX)"
44938,"A892412","6301 E Riverside Dr in Austin (TX)"
44939,"A892414","1601 E Slaughter Ln in Austin (TX)"
44940,"A892415","10710 Research Blvd Unit 120 in Austin (TX)"
44941,"A892416","14520 Bois D Arc Road in Travis (TX)"
44942,"A892426","501 W Powell Ln in Austin (TX)"
44943,"A892435","2705 Hoeke Lane in Austin (TX)"
44944,"A892436","2705 Hoeke Lane in Austin (TX)"
44945,"A892437","2705 Hoeke Lane in Austin (TX)"
44946,"A892439","Austin (TX)"
44947,"A892440","8104 Taza Trail in Austin (TX)"
44948,"A892441","Austin (TX)"
44949,"A892442","8104 Taza Trail in Austin (TX)"
44950,"A892444","2222 Rio Grande St in Austin (TX)"
44951,"A892455","Travis (TX)"
44952,"A892458","4800 Teri Road in Austin (TX)"
44953,"A892460","405 Krebs Lane And Wilson Street in Austin (TX)"
44954,"A892460","Austin (TX)"
44955,"A892462","Airport Exit On Ih 35 Nb in Austin (TX)"
44956,"A892463","Austin (TX)"
44957,"A892466","Austin (TX)"
44958,"A892469","9805 Beck Cir in Austin (TX)"
44959,"A892471","13460 Lyndhurst in Austin (TX)"
44960,"A892487","11924 Aitne Ln in Austin (TX)"
44961,"A892488","7011 Mckinney Falls Parkway in Austin (TX)"
44962,"A892489","2306 Wickersham Ln Apt 1307 in Austin (TX)"
44963,"A892496","7011 Mckinney Falls Parkway in Austin (TX)"
44964,"A892508","Highway 183 And 812 in Travis (TX)"
44965,"A892509","Highway 183 And 812 in Travis (TX)"
44966,"A892510","1500 East Pamer Lane in Austin (TX)"
44967,"A892514","Austin (TX)"
44968,"A892514","Austin (TX)"
44969,"A892515","Austin (TX)"
44970,"A892516","Austin (TX)"
44971,"A892517","Austin (TX)"
44972,"A892518","6855 East Highway 290 in Austin (TX)"
44973,"A892519","6855 East Highway 290 in Austin (TX)"
44974,"A892530","18000 Bern Drive in Travis (TX)"
44975,"A892535","18000 Bern Drive in Travis (TX)"
44976,"A892539","Faro Dr And River Crossing Cir in Austin (TX)"
44977,"A892554","3103 Scott Dr in Austin (TX)"
44978,"A892555","3103 Scott Dr in Austin (TX)"
44979,"A892556","3103 Scott Dr in Austin (TX)"
44980,"A892557","3103 Scott Dr in Austin (TX)"
44981,"A892561","4215 Caldwell Ln in Travis (TX)"
44982,"A892584","700 Lavaca Street in Austin (TX)"
44983,"A892585","Byers Ln And Crupp Ct in Austin (TX)"
44984,"A892589","Austin (TX)"
44985,"A892616","Imperial Drive in Austin (TX)"
44986,"A892617","601 E St Johns Ave in Austin (TX)"
44987,"A892618","Dovewood Drive And Wagon Crossing in Austin (TX)"
44988,"A892627","Farm To Market Road 973 And Tesla Road in Austin (TX)"
44989,"A892632","5211 Cameron Rd in Austin (TX)"
44990,"A892633","5211 Cameron Rd in Austin (TX)"
44991,"A892634","5211 Cameron Rd in Austin (TX)"
44992,"A892637","1204 Taulbee Dr in Austin (TX)"
44993,"A892643","2928 Elon Rd in Austin (TX)"
44994,"A892644","2928 Elon Rd in Austin (TX)"
44995,"A892646","5801 Ainez Dr in Austin (TX)"
44996,"A892652","4001 N Quilan Park Rd in Austin (TX)"
44997,"A892659","2928 Elon Rd in Travis (TX)"
44998,"A892660","2928 Elon Rd in Travis (TX)"
44999,"A892667","Austin (TX)"
45000,"A892672","14802 Chaparral Dr in Travis (TX)"
45001,"A892674","5708 Gloucester in Austin (TX)"
45002,"A892678","15107 Pearce Ln in Travis (TX)"
45003,"A892685","4900 East Oltorf Street in Austin (TX)"
45004,"A892691","405 East Grady Drive in Austin (TX)"
45005,"A892695","9201 Circuit Of The Americas in Austin (TX)"
45006,"A892696","114 Star Flower Way in Travis (TX)"
45007,"A892700","2010 Alameda Dr in Austin (TX)"
45008,"A892703","1525 Chipmunk Drive in Travis (TX)"
45009,"A892704","4203 Clawson Rd in Austin (TX)"
45010,"A892705","526 Cutty Trail in Austin (TX)"
45011,"A892706","526 Cutty Trail in Austin (TX)"
45012,"A892726","Westmor Dr in Austin (TX)"
45013,"A892741","2416 E 6Th St in Austin (TX)"
45014,"A892749","1156 West Cesear Chavez in Austin (TX)"
45015,"A892753","Travis (TX)"
45016,"A892760","4630 Killingsworth in Travis (TX)"
45017,"A892763","1401 E Rundberg in Austin (TX)"
45018,"A892778","9801 Hog Eye Road in Austin (TX)"
45019,"A892788","7201 Levander Loop in Austin (TX)"
45020,"A892792","3400 Block Of Burleson in Austin (TX)"
45021,"A892801","15107 Pearce Ln in Austin (TX)"
45022,"A892803","6403 Earlyway Dr in Austin (TX)"
45023,"A892807","5201 Ross Rd in Austin (TX)"
45024,"A892825","1200 Hargrave in Austin (TX)"
45025,"A892826","Edgemere Drive in Pflugerville (TX)"
45026,"A892827","12138 N Lamar in Austin (TX)"
45027,"A892846","S 1St St Austin in Austin (TX)"
45028,"A892858","3201 Casey Ridge Court in Austin (TX)"
45029,"A892869","4434 Frontier Trl in Austin (TX)"
45030,"A892877","Bluff Springs Rd And E William Cannon Dr in Austin (TX)"
45031,"A892890","4434 Frontier Trl in Austin (TX)"
45032,"A892899","1009 Turtle Creek Blvd in Austin (TX)"
45033,"A892908","Austin (TX)"
45034,"A892917","6500 Champion Grandview Way in Austin (TX)"
45035,"A892922","Austin (TX)"
45036,"A892925","6280 Mcneil Dr in Austin (TX)"
45037,"A892929","5517 Loyola Lane in Austin (TX)"
45038,"A892931","5517 Loyola Lane in Austin (TX)"
45039,"A892934","11005 Mickelson Drive in Austin (TX)"
45040,"A892937","10127 Middle Fiskville Rd in Austin (TX)"
45041,"A892940","Austin (TX)"
45042,"A892941","7801 Paces Mill Ln in Austin (TX)"
45043,"A892945","7681 Nez Perce Trail in Manor (TX)"
45044,"A892947","973 And 71 Westbound in Austin (TX)"
45045,"A892950","11700 Dionda Ln in Austin (TX)"
45046,"A892964","10310 Holme Lacey Ln in Austin (TX)"
45047,"A892969","9308 Mystic Oaks Trl in Austin (TX)"
45048,"A892972","Travis (TX)"
45049,"A892973","6206 Shoal Creek Dr West in Austin (TX)"
45050,"A892975","1302 Parker Ln in Austin (TX)"
45051,"A892976","1302 Parker Ln in Austin (TX)"
45052,"A892977","1302 Parker Ln in Austin (TX)"
45053,"A892978","1302 Parker Ln in Austin (TX)"
45054,"A892979","1302 Parker Ln in Austin (TX)"
45055,"A892989","13201 Fieldgate Drive in Austin (TX)"
45056,"A892990","13201 Fieldgate Drive in Austin (TX)"
45057,"A892991","4707 Ledesma Rd in Austin (TX)"
45058,"A892995","3103 Scott Drive in Austin (TX)"
45059,"A892998","1502 Man O War Dr in Travis (TX)"
45060,"A893000","Austin (TX)"
45061,"A893002","6920 Shannon Dr in Austin (TX)"
45062,"A893002","Austin (TX)"
45063,"A893004","3225 W Slaughter in Austin (TX)"
45064,"A893005","3225 W Slaughter in Austin (TX)"
45065,"A893006","3225 W Slaughter in Austin (TX)"
45066,"A893008","3225 W Slaughter in Austin (TX)"
45067,"A893014","2706 Acopio Bend in Austin (TX)"
45068,"A893015","305 E Huntland in Austin (TX)"
45069,"A893019","7100 Bluff Springs Rd in Austin (TX)"
45070,"A893022","15210 General Williamson Dr in Austin (TX)"
45071,"A893026","12443 Tech Ridge Blvd in Austin (TX)"
45072,"A893027","12443 Tech Ridge Blvd in Austin (TX)"
45073,"A893028","12443 Tech Ridge Blvd in Austin (TX)"
45074,"A893029","12443 Tech Ridge Blvd in Austin (TX)"
45075,"A893032","7002 Onion Creek Dr in Austin (TX)"
45076,"A893034","Stassney Lane in Austin (TX)"
45077,"A893042","14603 Vevey in Travis (TX)"
45078,"A893043","14603 Vevey in Travis (TX)"
45079,"A893044","14603 Vevey in Travis (TX)"
45080,"A893045","14603 Vevey in Travis (TX)"
45081,"A893046","2001 West Howard Lane in Austin (TX)"
45082,"A893063","11006 Hamann Ln in Travis (TX)"
45083,"A893065","11006 Hamann Ln in Travis (TX)"
45084,"A893066","Decker Lake Rd in Austin (TX)"
45085,"A893069","South Congress in Austin (TX)"
45086,"A893071","West Ben White And South 1St in Austin (TX)"
45087,"A893076","Cheyenne Circle And Buckskin Pass in Austin (TX)"
45088,"A893078","5928 Pinon Vista in Austin (TX)"
45089,"A893083","3009 Meldrum Rd in Travis (TX)"
45090,"A893088","5361 Ih 35 in Austin (TX)"
45091,"A893092","Austin (TX)"
45092,"A893114","5916 Kevin Kelly Place in Austin (TX)"
45093,"A893115","2900 Manor Rd in Austin (TX)"
45094,"A893123","4306 Quinlan Park Rd in Austin (TX)"
45095,"A893124","1216 Webberville in Austin (TX)"
45096,"A893133","5100 West Us Highway 290 Service Road West Bound, 110 in Austin (TX)"
45097,"A893135","Brenda St in Austin (TX)"
45098,"A893163","2907 Pecan Springs Rd in Austin (TX)"
45099,"A893165","Brenda St in Austin (TX)"
45100,"A893171","1026 Clayton in Austin (TX)"
45101,"A893172","1026 Clayton in Austin (TX)"
45102,"A893176","Tavira Ln And Galvan Dr in Travis (TX)"
45103,"A893178","12151 N Interstate Hwy 35 in Austin (TX)"
45104,"A893179","8016 Topanga Lane in Austin (TX)"
45105,"A893180","14401 Manda Road in Manor (TX)"
45106,"A893199","E 14Th St And Salina St in Austin (TX)"
45107,"A893200","E 14Th St And Salina St in Austin (TX)"
45108,"A893201","508 E Howard Ln in Travis (TX)"
45109,"A893204","4001 Tannehill in Austin (TX)"
45110,"A893210","E Martin Luther King Jr Blvd And Springdale Road in Austin (TX)"
45111,"A893211","Austin (TX)"
45112,"A893214","Bellingham Drive in Austin (TX)"
45113,"A893215","121 Payton Gin Road in Austin (TX)"
45114,"A893216","W Slaughter Ln And Cullen Ln in Austin (TX)"
45115,"A893218","Austin (TX)"
45116,"A893223","Springdale Rd And Hycreek Dr in Austin (TX)"
45117,"A893233","8306 Cedar Elm Trl in Austin (TX)"
45118,"A893235","Travis (TX)"
45119,"A893238","801 Tillery St in Austin (TX)"
45120,"A893241","2005 Willow Creek Drive in Austin (TX)"
45121,"A893246","6601 Rialto Blvd in Austin (TX)"
45122,"A893264","1130 Leona St in Austin (TX)"
45123,"A893265","2310 Corta in Austin (TX)"
45124,"A893272","10218 Lindshire Lane in Austin (TX)"
45125,"A893273","10218 Lindshire Lane in Austin (TX)"
45126,"A893281","9103 Fm 1625 in Austin (TX)"
45127,"A893296","Pflugerville (TX)"
45128,"A893297","6809 Panda Royle Dr in Travis (TX)"
45129,"A893303","6209 Reicher Dr in Austin (TX)"
45130,"A893305","5708 Avenue D in Austin (TX)"
45131,"A893306","4204 Johns Light Dr in Austin (TX)"
45132,"A893307","1320 Art Dilly in Austin (TX)"
45133,"A893313","9201 Circuit Of The Americas Blvd in Travis (TX)"
45134,"A893317","Old Stage Park And Hymeadow Dr in Austin (TX)"
45135,"A893319","Travis (TX)"
45136,"A893322","1300 Schmidt Ln in Travis (TX)"
45137,"A893322","Travis (TX)"
45138,"A893338","501 E Stassney Ln Unit 1716 in Austin (TX)"
45139,"A893351","2004 Covered Wagon Pass in Austin (TX)"
45140,"A893355","9801 Stonelake Blvd Unit 1332 in Austin (TX)"
45141,"A893362","8104 Taza Trl in Travis (TX)"
45142,"A893363","Brandt Road And Slaughter Lane in Austin (TX)"
45143,"A893366","8300 N Interestate Hwy 35 in Austin (TX)"
45144,"A893376","2612 Rogers Ave in Austin (TX)"
45145,"A893377","27413 Kinney Oaks Court in Austin (TX)"
45146,"A893378","500 W Canyon Ridge Dr in Travis (TX)"
45147,"A893379","500 W Canyon Ridge Dr in Travis (TX)"
45148,"A893380","Austin (TX)"
45149,"A893381","7647 Elkhorn Mountain Trail in Austin (TX)"
45150,"A893384","1705 Melissa Oaks Ln in Austin (TX)"
45151,"A893385","6417 Wideleaf Dr in Austin (TX)"
45152,"A893386","6417 Wideleaf Dr in Austin (TX)"
45153,"A893387","6428 Ih 35 in Austin (TX)"
45154,"A893388","6428 Ih 35 in Austin (TX)"
45155,"A893389","6428 Ih 35 in Austin (TX)"
45156,"A893390","Austin (TX)"
45157,"A893391","8311 Riverston Road in Austin (TX)"
45158,"A893392","2000 Coats Circle in Austin (TX)"
45159,"A893396","3300 Oak Creek in Austin (TX)"
45160,"A893397","3300 Oak Creek in Austin (TX)"
45161,"A893398","3300 Oak Creek in Austin (TX)"
45162,"A893415","4805 Duval St in Austin (TX)"
45163,"A893426","51317 Harkness in Austin (TX)"
45164,"A893427","Austin (TX)"
45165,"A893429","1901 E 51St St in Austin (TX)"
45166,"A893431","3409 Esperanza Xing in Austin (TX)"
45167,"A893432","3409 Esperanza Xing in Austin (TX)"
45168,"A893436","Outside Jurisdiction"
45169,"A893439","15103 Bowling Lane in Austin (TX)"
45170,"A893441","2706 Acopio Bend in Austin (TX)"
45171,"A893443","1508 Fairfield Dr in Austin (TX)"
45172,"A893447","South Interstate 35 And East Riverside Drive in Austin (TX)"
45173,"A893452","9101 La Cresada Drive Unit 1934 in Austin (TX)"
45174,"A893458","1138 Map Circle in Austin (TX)"
45175,"A893464","6216 Seville Dr in Austin (TX)"
45176,"A893465","6216 Seville Dr in Austin (TX)"
45177,"A893467","3105 Stokes Dr in Austin (TX)"
45178,"A893468","Austin (TX)"
45179,"A893469","Austin (TX)"
45180,"A893470","Austin (TX)"
45181,"A893471","Austin (TX)"
45182,"A893472","2250 Ridgepoint Dr Unit 916 in Austin (TX)"
45183,"A893473","2250 Ridgepoint Dr Unit 916 in Austin (TX)"
45184,"A893474","2250 Ridgepoint Dr Unit 916 in Austin (TX)"
45185,"A893475","1100 Desirable Dr in Austin (TX)"
45186,"A893476","2250 Ridgepoint Dr Unit 916 in Austin (TX)"
45187,"A893512","Lerio Drive in Austin (TX)"
45188,"A893518","Audane Dr And W Cow Path in Austin (TX)"
45189,"A893520","Austin (TX)"
45190,"A893524","Sentinel Drive in Austin (TX)"
45191,"A893527","Pheasant Lane in Austin (TX)"
45192,"A893530","E Anderson Lane in Austin (TX)"
45193,"A893553","5500 Burleson Road in Austin (TX)"
45194,"A893568","4434 Frontier Trl in Austin (TX)"
45195,"A893569","4434 Frontier Trl in Austin (TX)"
45196,"A893570","5500 Burleson Rd in Austin (TX)"
45197,"A893573","10909 Maha Loop Rd in Travis (TX)"
45198,"A893578","South Mopac Highway in Austin (TX)"
45199,"A893578","Travis Country Cir And Canyonwood Dr in Austin (TX)"
45200,"A893579","South Mopac Highway in Austin (TX)"
45201,"A893579","2710 Walsh Tarlton Lane in Austin (TX)"
45202,"A893579","Travis Country Cir And Canyonwood Dr in Austin (TX)"
45203,"A893579","7013 Mitra Drive in Austin (TX)"
45204,"A893579","2901 S Capital Of Texas Hwy in Austin (TX)"
45205,"A893588","10110 Research in Austin (TX)"
45206,"A893593","6904 Peppervine Cv in Austin (TX)"
45207,"A893605","7513 Traylor Cv in Austin (TX)"
45208,"A893610","7201 Levander Loop in Austin (TX)"
45209,"A893611","Circle Dr And Hwy 290 in Austin (TX)"
45210,"A893612","Circle Dr And Hwy 290 in Austin (TX)"
45211,"A893613","10000 Logistics Lane in Austin (TX)"
45212,"A893615","100 Ramble Ln in Austin (TX)"
45213,"A893616","5302 Salem Drive in Austin (TX)"
45214,"A893618","5302 Salem Drive in Austin (TX)"
45215,"A893619","20816 Penny Royal in Travis (TX)"
45216,"A893619","Austin (TX)"
45217,"A893624","Smith Rd And Hwy 183 in Austin (TX)"
45218,"A893625","14155 N Hwy 183 in Austin (TX)"
45219,"A893627","5932 Lux St in Austin (TX)"
45220,"A893629","1101 St Edwards Drive in Austin (TX)"
45221,"A893630","1101 St Edwards Drive in Austin (TX)"
45222,"A893631","6600 Elm Creek Trail in Austin (TX)"
45223,"A893632","6600 Elm Creek Trail in Austin (TX)"
45224,"A893633","6600 Elm Creek Trail in Austin (TX)"
45225,"A893634","Elroy Rd And Heine Farm Rd in Travis (TX)"
45226,"A893637","W Rundberg Ln And N Lamar Blvd in Austin (TX)"
45227,"A893638","8214 N Ih 35 in Austin (TX)"
45228,"A893642","901 E St John in Austin (TX)"
45229,"A893646","1900 William Cannon Dr in Austin (TX)"
45230,"A893651","5500 Burleson Rd in Austin (TX)"
45231,"A893660","18500 E Us 290 Hwy in Travis (TX)"
45232,"A893662","5501 Wolf Ln in Travis (TX)"
45233,"A893664","5900 Sendero Hills Pkwy in Austin (TX)"
45234,"A893670","Austin (TX)"
45235,"A893672","Austin (TX)"
45236,"A893677","Austin (TX)"
45237,"A893687","11300 North Lamar Boulevard in Austin (TX)"
45238,"A893689","Valero in Austin (TX)"
45239,"A893692","1320 Art Dilly Drive Apt 2467 in Austin (TX)"
45240,"A893694","Austin (TX)"
45241,"A893695","Austin (TX)"
45242,"A893697","6200 Loyola Ln in Austin (TX)"
45243,"A893700","15107 Pearce Ln in Austin (TX)"
45244,"A893705","8104 Taza Trl in Austin (TX)"
45245,"A893711","Austin (TX)"
45246,"A893712","Austin (TX)"
45247,"A893724","Austin (TX)"
45248,"A893725","Garcreek Cir in Austin (TX)"
45249,"A893729","Farm To Market 969 And Farm To Market 973 in Travis (TX)"
45250,"A893730","Farm To Market 969 And Farm To Market 973 in Travis (TX)"
45251,"A893736","Austin (TX)"
45252,"A893737","Austin (TX)"
45253,"A893738","Austin (TX)"
45254,"A893739","Austin (TX)"
45255,"A893740","Austin (TX)"
45256,"A893741","Austin (TX)"
45257,"A893742","Austin (TX)"
45258,"A893743","Austin (TX)"
45259,"A893744","1106 E 10Th in Austin (TX)"
45260,"A893745","6404 Auburn Dr in Austin (TX)"
45261,"A893746","11505 Easy in Austin (TX)"
45262,"A893746","Bastrop (TX)"
45263,"A893766","10103 Rutland Village East in Austin (TX)"
45264,"A893771","Stewart Rd And N Fm 620 in Austin (TX)"
45265,"A893775","7681 Nez Perce Trce in Travis (TX)"
45266,"A893776","7681 Nez Perce Trce in Travis (TX)"
45267,"A893778","13210 Kenswick Drive in Austin (TX)"
45268,"A893784","Colony Loop Dr And Riverstone Dr in Austin (TX)"
45269,"A893785","William Cannon And North Bluff in Austin (TX)"
45270,"A893786","Knoxville Trail And Calliope Crossing in Austin (TX)"
45271,"A893787","7201 Levander Loop in Austin (TX)"
45272,"A893790","7201 Levander Loop in Austin (TX)"
45273,"A893791","9402 Menchaca Road in Austin (TX)"
45274,"A893791","Austin (TX)"
45275,"A893793","7201 Levander Loop in Austin (TX)"
45276,"A893795","7681 Nez Perce Trce in Travis (TX)"
45277,"A893797","Austin (TX)"
45278,"A893798","Austin (TX)"
45279,"A893799","Austin (TX)"
45280,"A893800","Austin (TX)"
45281,"A893812","5405 E Parmer Ln in Travis (TX)"
45282,"A893816","1162 Chestnut Avenue in Austin (TX)"
45283,"A893837","1613 Coriander in Austin (TX)"
45284,"A893839","11441 N Ih 35 in Austin (TX)"
45285,"A893840","2526 Chaparral Trl in Austin (TX)"
45286,"A893845","915 East Saint Elmo Road in Austin (TX)"
45287,"A893846","915 East Saint Elmo Road in Austin (TX)"
45288,"A893847","10701 S 1St in Austin (TX)"
45289,"A893849","2301 Bluebonnet Lane in Austin (TX)"
45290,"A893850","2301 Bluebonnet Lane in Austin (TX)"
45291,"A893856","Travis (TX)"
45292,"A893870","11282 Taylor Draper Ln in Austin (TX)"
45293,"A893872","7681 Nez Perce Trce in Travis (TX)"
45294,"A893880","1616 Farm To Market 685 in Travis (TX)"
45295,"A893881","Austin (TX)"
45296,"A893883","501 Hardin in Austin (TX)"
45297,"A893884","501 Hardin in Austin (TX)"
45298,"A893885","501 Hardin in Austin (TX)"
45299,"A893886","501 Hardin in Austin (TX)"
45300,"A893887","12901 Wright Road in Travis (TX)"
45301,"A893888","12901 Wright Road in Travis (TX)"
45302,"A893890","12138 North Lamar Boulevard in Austin (TX)"
45303,"A893892","7607 Blessing Avenue in Austin (TX)"
45304,"A893902","800 W 6Th St in Austin (TX)"
45305,"A893920","Ridgepoint Dr in Austin (TX)"
45306,"A893921","Ridgepoint Dr in Austin (TX)"
45307,"A893922","Ridgepoint Dr in Austin (TX)"
45308,"A893925","7501 Bethune Avenue in Austin (TX)"
45309,"A893927","10105 Big Thicket Drive in Austin (TX)"
45310,"A893940","Austin (TX)"
45311,"A893941","2514 Buell Ave in Austin (TX)"
45312,"A893948","11700 Dionda Ln in Travis (TX)"
45313,"A893950","Renel Dr in Austin (TX)"
45314,"A893952","6600 Hergotz Lane in Austin (TX)"
45315,"A893961","3719 Axel Ln in Austin (TX)"
45316,"A893962","3719 Axel Ln in Austin (TX)"
45317,"A893974","10901 Domain Dr in Austin (TX)"
45318,"A893979","1508 Southport Dr in Austin (TX)"
45319,"A893985","Austin (TX)"
45320,"A893986","Austin (TX)"
45321,"A893987","Cotton Bluff And William Cannon in Austin (TX)"
45322,"A893988","11800 Comedro Way in Travis (TX)"
45323,"A893989","Imperial Dr And Fm 969 in Austin (TX)"
45324,"A893994","8003 Persimmon Trail in Austin (TX)"
45325,"A893994","5712 Adair in Austin (TX)"
45326,"A893996","11330 Manchaca Rd in Austin (TX)"
45327,"A894007","Austin (TX)"
45328,"A894008","Austin (TX)"
45329,"A894009","Austin (TX)"
45330,"A894010","Austin (TX)"
45331,"A894011","Austin (TX)"
45332,"A894012","Austin (TX)"
45333,"A894013","Austin (TX)"
45334,"A894014","Austin (TX)"
45335,"A894015","Austin (TX)"
45336,"A894016","Austin (TX)"
45337,"A894017","Austin (TX)"
45338,"A894018","Mustang Ridge (TX)"
45339,"A894019","Austin (TX)"
45340,"A894020","Austin (TX)"
45341,"A894021","Austin (TX)"
45342,"A894022","Mustang Ridge (TX)"
45343,"A894026","Austin (TX)"
45344,"A894027","Austin (TX)"
45345,"A894028","Austin (TX)"
45346,"A894029","Austin (TX)"
45347,"A894030","Austin (TX)"
45348,"A894036","Martin Luther King Jr Blvd And M Sta Ln in Austin (TX)"
